"CTYNAME","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","YEAR","POPULATION 18-24","HIGHSCHOOL DEGREE","BACHELOR'S DEGREE","POPULATION >25","HIGHSCHOOL DEGREE >25","BACHELOR'S DEGREE >25","GRADUATE DEGREE >25","POVERTY RATE >25","Percent Married","Percent Divorced","EMPLOYMENT ESTIMATE","INCOME/BENEFITS","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","AGE1519","AGE2024","AGE2529","AGE18ABOVE","POPULATION"
"Crow Wing County, Minnesota",60757,480,712,315,0,86,2010,4691,37,5.3,42642,31.1,15.7,6.3,21.8,59.8,10.5,NA,NA,61836,60989,2,175,387,283,5.8,5.3,5.4,77.4,61836
"Dakota County, Minnesota",342532,20814,1402,18164,235,10740,2010,31406,32.7,11.9,256491,23.2,26.9,11.2,15.4,57.1,10,NA,NA,393380,359076,763,2583,15036,15922,7.1,5.7,6.9,73.2,393380
"Dakota County, Minnesota",342532,20814,1402,18164,235,10740,2010,31406,32.7,11.9,256491,23.2,26.9,11.2,15.4,57.1,10,NA,NA,393380,359076,763,2583,15036,15922,6.8,5.5,6.6,74.4,393380
"Dodge County, Minnesota",19614,107,31,101,0,179,2010,1359,38.3,6.4,12702,32.6,16,5.9,18.7,63.1,8.6,NA,NA,19829,19303,0,56,176,294,7.3,4.6,6.2,70.9,19829
"Dodge County, Minnesota",19614,107,31,101,0,179,2010,1359,38.3,6.4,12702,32.6,16,5.9,18.7,63.1,8.6,NA,NA,19829,19303,0,56,176,294,7.4,5.1,5.3,72.1,19829
"Douglas County, Minnesota",35590,191,100,82,2,61,2010,3125,40.4,5.1,24971,32.2,14.4,6.9,18.3,61.1,9.2,NA,NA,35909,35398,0,129,156,226,6.6,6.1,6,78.2,35909
"Douglas County, Minnesota",35590,191,100,82,2,61,2010,3125,40.4,5.1,24971,32.2,14.4,6.9,18.3,61.1,9.2,NA,NA,35909,35398,0,129,156,226,5.7,5.6,5.7,78.6,35909
"Faribault County, Minnesota",14002,56,49,56,0,50,2010,1054,40.7,4.1,10466,40.5,12,3.4,19.8,57.7,8.8,NA,NA,14819,14558,2,45,68,146,7.2,4.8,4.6,77.7,14819
"Faribault County, Minnesota",14002,56,49,56,0,50,2010,1054,40.7,4.1,10466,40.5,12,3.4,19.8,57.7,8.8,NA,NA,14819,14558,2,45,68,146,6.4,4.5,5,78.6,14819
"Fillmore County, Minnesota",20492,75,33,58,0,35,2010,1479,38.2,4.9,14342,37,13.7,5.6,31.4,60.5,8.7,NA,NA,20978,20616,0,122,119,121,6.9,4.8,5.2,75.4,20978
"Fillmore County, Minnesota",20492,75,33,58,0,35,2010,1479,38.2,4.9,14342,37,13.7,5.6,31.4,60.5,8.7,NA,NA,20978,20616,0,122,119,121,6,4.9,4.9,76,20978
"Freeborn County, Minnesota",29496,297,105,301,12,445,2010,2270,38.6,2.8,22195,38.4,9.8,4.1,19.6,57.7,9.4,NA,NA,31387,30330,0,82,353,622,6.4,4.9,5.3,77.9,31387
"Freeborn County, Minnesota",29496,297,105,301,12,445,2010,2270,38.6,2.8,22195,38.4,9.8,4.1,19.6,57.7,9.4,NA,NA,31387,30330,0,82,353,622,5.7,5.4,5.2,78.1,31387
"Goodhue County, Minnesota",43999,557,514,257,0,233,2010,3437,33.5,5.5,31477,33,16.4,6.3,23.7,59.7,9.8,NA,NA,45930,44804,3,130,325,668,6.8,5.1,5.4,76,45930
"Goodhue County, Minnesota",43999,557,514,257,0,233,2010,3437,33.5,5.5,31477,33,16.4,6.3,23.7,59.7,9.8,NA,NA,45930,44804,3,130,325,668,6.6,5.1,5.4,76.8,45930
"Grant County, Minnesota",5840,6,16,23,0,16,2010,409,28.9,4.6,4362,33.1,13.5,4.6,29.1,59.9,8.3,NA,NA,6082,5962,0,21,55,44,6.1,4.7,5.1,78.4,6082
"Grant County, Minnesota",5840,6,16,23,0,16,2010,409,28.9,4.6,4362,33.1,13.5,4.6,29.1,59.9,8.3,NA,NA,6082,5962,0,21,55,44,5.6,4.5,4.8,78.7,6082
"Hennepin County, Minnesota",886047,141240,8458,77744,484,27761,2010,113372,23.5,18,762723,19.8,29.4,14.7,30.9,47.5,9.6,NA,NA,1136522,984409,1311,7619,56920,86263,6.5,7.4,8.7,77.1,1136522
"Hennepin County, Minnesota",886047,141240,8458,77744,484,27761,2010,113372,23.5,18,762723,19.8,29.4,14.7,30.9,47.5,9.6,NA,NA,1136522,984409,1311,7619,56920,86263,6.1,6.8,8.8,77.6,1136522
"Houston County, Minnesota",18359,46,49,30,0,37,2010,1317,44.4,6.8,13309,36.8,15.2,6.8,17.8,59.6,9.4,NA,NA,19226,18886,3,104,127,106,7.1,4.6,5,76.1,19226
"Houston County, Minnesota",18359,46,49,30,0,37,2010,1317,44.4,6.8,13309,36.8,15.2,6.8,17.8,59.6,9.4,NA,NA,19226,18886,3,104,127,106,6.4,4.8,4.9,78.1,19226
"Hubbard County, Minnesota",19406,131,404,90,10,74,2010,1230,34.6,5.2,14491,33.6,16.2,7.2,21,62.5,10.6,NA,NA,20205,19875,5,80,177,68,6.3,4,4.4,77.8,20205
"Hubbard County, Minnesota",19406,131,404,90,10,74,2010,1230,34.6,5.2,14491,33.6,16.2,7.2,21,62.5,10.6,NA,NA,20205,19875,5,80,177,68,5.9,3.9,4.3,78.6,20205
"Isanti County, Minnesota",36720,235,199,279,6,73,2010,3169,32.8,4.8,24499,38.3,10.9,5.1,15.5,59.2,9.6,NA,NA,37682,37067,4,101,248,262,7,5.9,6.6,73.4,37682
"Isanti County, Minnesota",36720,235,199,279,6,73,2010,3169,32.8,4.8,24499,38.3,10.9,5.1,15.5,59.2,9.6,NA,NA,37682,37067,4,101,248,262,6.8,5.4,6.2,74.8,37682
"Itasca County, Minnesota",42195,188,1406,182,32,157,2010,3183,39.1,9,31798,34,14.7,6.2,22.8,60.8,10.4,NA,NA,44835,44136,0,227,270,202,6.6,4.8,4.9,78,44835
"Itasca County, Minnesota",42195,188,1406,182,32,157,2010,3183,39.1,9,31798,34,14.7,6.2,22.8,60.8,10.4,NA,NA,44835,44136,0,227,270,202,6.1,4.9,4.8,78.5,44835
"Jackson County, Minnesota",9809,14,18,236,2,117,2010,758,31.1,9.5,7286,36.3,13.1,3.1,12.4,63.4,7.8,NA,NA,10403,10095,8,21,142,137,6.9,4.8,4.7,77.3,10403
"Jackson County, Minnesota",9809,14,18,236,2,117,2010,758,31.1,9.5,7286,36.3,13.1,3.1,12.4,63.4,7.8,NA,NA,10403,10095,8,21,142,137,6.1,5,5.4,77.6,10403
"Kanabec County, Minnesota",15597,27,190,67,0,13,2010,1166,40.4,2.3,11256,42.2,10.4,3.4,21,57.7,10.6,NA,NA,16379,16164,0,83,61,71,6.9,4.8,5.1,75.8,16379
"Kanabec County, Minnesota",15597,27,190,67,0,13,2010,1166,40.4,2.3,11256,42.2,10.4,3.4,21,57.7,10.6,NA,NA,16379,16164,0,83,61,71,6.4,4.9,5.1,77.3,16379
"Kandiyohi County, Minnesota",38837,1239,213,193,0,1239,2010,4108,26.8,7.4,27648,32,15.1,5.9,20.8,58.4,7.4,NA,NA,41869,39814,5,89,599,1362,7.6,6.7,5.9,75.8,41869
"Kandiyohi County, Minnesota",38837,1239,213,193,0,1239,2010,4108,26.8,7.4,27648,32,15.1,5.9,20.8,58.4,7.4,NA,NA,41869,39814,5,89,599,1362,6.3,7,5.8,76.3,41869
"Kittson County, Minnesota",4423,20,6,20,0,3,2010,291,36.8,6.9,3348,35.6,16.4,2.7,14.9,57.8,8.6,NA,NA,4620,4454,0,25,108,33,6.4,4.1,3.8,78.8,4620
"Kittson County, Minnesota",4423,20,6,20,0,3,2010,291,36.8,6.9,3348,35.6,16.4,2.7,14.9,57.8,8.6,NA,NA,4620,4454,0,25,108,33,6.3,4.2,3.6,77.9,4620
"Koochiching County, Minnesota",12332,97,427,63,0,1,2010,866,36.6,0.9,9710,39.6,13,3.3,22.4,55.6,12.6,NA,NA,13461,12661,53,177,327,243,6.1,4.4,4.9,78.6,13461
"Koochiching County, Minnesota",12332,97,427,63,0,1,2010,866,36.6,0.9,9710,39.6,13,3.3,22.4,55.6,12.6,NA,NA,13461,12661,53,177,327,243,6.1,4.3,4.7,79.9,13461
"Lac qui Parle County, Minnesota",6885,34,26,62,0,9,2010,441,33.8,10,5358,38.8,12.9,3.3,19.6,64.1,7.9,NA,NA,7343,7238,0,12,31,62,6.3,3.8,4.1,79,7343
"Lac qui Parle County, Minnesota",6885,34,26,62,0,9,2010,441,33.8,10,5358,38.8,12.9,3.3,19.6,64.1,7.9,NA,NA,7343,7238,0,12,31,62,6,3.6,4.2,79.1,7343
"Lake County, Minnesota",10478,11,30,0,0,46,2010,698,34.8,4.7,8167,37.8,14.2,5.9,16.3,60.2,10.7,NA,NA,10900,10609,0,91,138,62,5.5,4.4,4.5,81.3,10900
"Lake County, Minnesota",10478,11,30,0,0,46,2010,698,34.8,4.7,8167,37.8,14.2,5.9,16.3,60.2,10.7,NA,NA,10900,10609,0,91,138,62,4.9,4.2,5.2,81.5,10900
"Lake of the Woods County, Minnesota",3767,35,15,27,0,0,2010,220,27.7,10.5,3042,35.1,14.8,3.8,8.6,65.6,8.1,NA,NA,4147,3960,15,70,91,11,6.7,3.1,4.2,78.7,4147
"Lake of the Woods County, Minnesota",3767,35,15,27,0,0,2010,220,27.7,10.5,3042,35.1,14.8,3.8,8.6,65.6,8.1,NA,NA,4147,3960,15,70,91,11,6.6,4.1,2.5,80.3,4147
"Le Sueur County, Minnesota",26493,162,106,145,0,478,2010,2035,33.9,7.3,18590,36.6,15.4,5.8,16.8,59.2,8.9,NA,NA,27719,26962,26,69,263,399,6.7,4.9,6,74.4,27719
"Le Sueur County, Minnesota",26493,162,106,145,0,478,2010,2035,33.9,7.3,18590,36.6,15.4,5.8,16.8,59.2,8.9,NA,NA,27719,26962,26,69,263,399,6.3,5,5.5,75.3,27719
"Lincoln County, Minnesota",5676,28,8,12,0,71,2010,350,26.9,6,4275,42.2,13.7,4.1,18.1,62.4,6.3,NA,NA,5935,5816,10,15,35,59,5.8,4.2,4.7,77.9,5935
"Lincoln County, Minnesota",5676,28,8,12,0,71,2010,350,26.9,6,4275,42.2,13.7,4.1,18.1,62.4,6.3,NA,NA,5935,5816,10,15,35,59,5.5,4.2,4.5,77.9,5935
"Lyon County, Minnesota",23169,692,138,813,0,756,2010,3426,29.7,8.9,15972,31.3,18.4,7.3,25.3,52.8,5.7,NA,NA,25606,24269,0,84,391,862,8.3,9.4,7,75.8,25606
"Lyon County, Minnesota",23169,692,138,813,0,756,2010,3426,29.7,8.9,15972,31.3,18.4,7.3,25.3,52.8,5.7,NA,NA,25606,24269,0,84,391,862,7.6,8.9,6.8,75.6,25606
"McLeod County, Minnesota",34583,242,51,232,0,568,2010,2806,31.9,8.4,24513,36,13.3,5,9.5,60.5,8.8,NA,NA,36789,35626,0,114,509,540,6.6,5.4,6,74.3,36789
"McLeod County, Minnesota",34583,242,51,232,0,568,2010,2806,31.9,8.4,24513,36,13.3,5,9.5,60.5,8.8,NA,NA,36789,35626,0,114,509,540,6.3,5.3,5.8,75.5,36789
"Mahnomen County, Minnesota",2691,33,2254,23,4,40,2010,428,49.3,0,3368,37.3,9.9,3.7,37.6,48.6,11.6,NA,NA,5359,5293,0,15,28,23,7.3,5.7,5.7,70.8,5359
"Mahnomen County, Minnesota",2691,33,2254,23,4,40,2010,428,49.3,0,3368,37.3,9.9,3.7,37.6,48.6,11.6,NA,NA,5359,5293,0,15,28,23,6,6,5,69.7,5359
"Marshall County, Minnesota",9223,32,43,15,0,35,2010,605,30.9,9.4,6744,38.3,12.8,3.2,15.9,64.4,7.1,NA,NA,9580,9336,0,37,95,112,6.8,4.1,4.9,76.7,9580
"Marshall County, Minnesota",9223,32,43,15,0,35,2010,605,30.9,9.4,6744,38.3,12.8,3.2,15.9,64.4,7.1,NA,NA,9580,9336,0,37,95,112,6.2,4.4,5.2,76.9,9580
"Martin County, Minnesota",20038,75,36,106,0,36,2010,1364,27.2,6.7,14726,35.3,12.6,4.9,13.1,58.5,9.4,NA,NA,20865,20423,0,111,132,199,6.3,4.6,4.6,77.1,20865
"Martin County, Minnesota",20038,75,36,106,0,36,2010,1364,27.2,6.7,14726,35.3,12.6,4.9,13.1,58.5,9.4,NA,NA,20865,20423,0,111,132,199,6,4.5,5,78.2,20865
"Meeker County, Minnesota",22554,101,75,86,9,84,2010,1698,41.9,4.4,15704,39.3,12,3.7,10.7,63.9,8.8,NA,NA,23371,22971,0,44,93,263,6.6,5,5.2,74.5,23371
"Meeker County, Minnesota",22554,101,75,86,9,84,2010,1698,41.9,4.4,15704,39.3,12,3.7,10.7,63.9,8.8,NA,NA,23371,22971,0,44,93,263,6.4,4.7,5.2,75.1,23371
"Mille Lacs County, Minnesota",23601,169,1399,115,0,75,2010,1929,41.2,4,17420,38.8,11.2,3.6,20.8,54.4,10.9,NA,NA,26075,25652,15,46,219,143,7.2,5,6.3,74.2,26075
"Mille Lacs County, Minnesota",23601,169,1399,115,0,75,2010,1929,41.2,4,17420,38.8,11.2,3.6,20.8,54.4,10.9,NA,NA,26075,25652,15,46,219,143,6.4,5.1,5.8,75.2,26075
"Morrison County, Minnesota",32167,123,59,161,0,100,2010,2611,42.7,7.1,22231,39.7,10,4.5,26.6,57.6,9.1,NA,NA,33093,32700,7,47,163,176,7,5.4,6,75.1,33093
"Morrison County, Minnesota",32167,123,59,161,0,100,2010,2611,42.7,7.1,22231,39.7,10,4.5,26.6,57.6,9.1,NA,NA,33093,32700,7,47,163,176,6.5,5.1,5.5,76,33093
"Mower County, Minnesota",36293,986,64,749,44,462,2010,3196,31.8,5.2,25932,34.5,11.6,4.3,31.4,54.3,10.4,NA,NA,38855,36090,6,101,472,2186,6.7,5.9,5.8,75,38855
"Mower County, Minnesota",36293,986,64,749,44,462,2010,3196,31.8,5.2,25932,34.5,11.6,4.3,31.4,54.3,10.4,NA,NA,38855,36090,6,101,472,2186,6.7,6,5.4,74.9,38855
"Murray County, Minnesota",8327,28,15,49,32,37,2010,511,32.3,6.1,6353,38.6,11.4,3.7,17.9,63.5,6.6,NA,NA,8779,8627,6,25,69,52,6.1,3.9,3.9,78.2,8779
"Murray County, Minnesota",8327,28,15,49,32,37,2010,511,32.3,6.1,6353,38.6,11.4,3.7,17.9,63.5,6.6,NA,NA,8779,8627,6,25,69,52,6.2,3.9,4.4,78.5,8779
"Nicollet County, Minnesota",30915,817,82,333,0,306,2010,5266,29.2,6.1,19696,26.6,22.8,10.9,29.3,50.8,7.6,NA,NA,32271,31194,26,110,506,435,8.9,11.3,6.6,77.4,32271
"Nicollet County, Minnesota",30915,817,82,333,0,306,2010,5266,29.2,6.1,19696,26.6,22.8,10.9,29.3,50.8,7.6,NA,NA,32271,31194,26,110,506,435,8.3,9,7.4,77.7,32271
"Nobles County, Minnesota",17811,860,53,1164,5,1316,2010,1964,32.2,3,13679,33.2,11.4,4.6,24.8,55.9,7,NA,NA,21030,17620,106,145,910,2249,7.9,6,6.9,74.4,21030
"Nobles County, Minnesota",17811,860,53,1164,5,1316,2010,1964,32.2,3,13679,33.2,11.4,4.6,24.8,55.9,7,NA,NA,21030,17620,106,145,910,2249,7.8,5.9,6.3,74,21030
"Norman County, Minnesota",6292,29,125,34,12,51,2010,378,35.4,7.1,4826,40.7,12.3,2.5,19,58.5,9.1,NA,NA,6865,6730,7,39,51,38,6.6,3.6,4.6,75.8,6865
"Norman County, Minnesota",6292,29,125,34,12,51,2010,378,35.4,7.1,4826,40.7,12.3,2.5,19,58.5,9.1,NA,NA,6865,6730,7,39,51,38,7.1,4.2,4.1,76.8,6865
"Olmsted County, Minnesota",126696,7494,192,8271,10,1087,2010,11760,27.9,14.5,93614,23.8,23.7,15.5,20.4,58.3,8.4,NA,NA,141244,126922,135,882,6368,6937,6.4,6.1,7.7,74.6,141244
"Olmsted County, Minnesota",126696,7494,192,8271,10,1087,2010,11760,27.9,14.5,93614,23.8,23.7,15.5,20.4,58.3,8.4,NA,NA,141244,126922,135,882,6368,6937,6.1,5.4,7.6,75.1,141244
"Otter Tail County, Minnesota",55104,625,231,321,8,384,2010,4038,35.9,7.8,40774,34.7,14.5,5.2,25.6,61.1,8.5,NA,NA,57539,55755,47,210,485,1042,6.6,4.7,4.8,77.9,57539
"Otter Tail County, Minnesota",55104,625,231,321,8,384,2010,4038,35.9,7.8,40774,34.7,14.5,5.2,25.6,61.1,8.5,NA,NA,57539,55755,47,210,485,1042,6,4.7,4.7,78.6,57539
"Pennington County, Minnesota",13176,217,165,77,57,36,2010,1242,38.1,1.2,9318,35.8,10.1,5.3,22.6,53.2,11.5,NA,NA,13862,13544,26,35,181,76,6.4,6.4,6.7,76.2,13862
"Pennington County, Minnesota",13176,217,165,77,57,36,2010,1242,38.1,1.2,9318,35.8,10.1,5.3,22.6,53.2,11.5,NA,NA,13862,13544,26,35,181,76,6.4,6.4,6.9,76.5,13862
"Pine County, Minnesota",26878,663,754,182,12,180,2010,2075,41.3,4.9,20587,41.5,8.8,4.1,22.6,52.8,12.4,NA,NA,29413,28834,12,117,205,245,6.5,4.9,6.1,77,29413
"Pine County, Minnesota",26878,663,754,182,12,180,2010,2075,41.3,4.9,20587,41.5,8.8,4.1,22.6,52.8,12.4,NA,NA,29413,28834,12,117,205,245,5.6,5,5.7,78.7,29413
"Pipestone County, Minnesota",8808,97,103,94,12,140,2010,638,41.5,3.8,6519,34.8,10.8,4.7,25.5,61,9,NA,NA,9570,9243,0,24,112,191,6.6,4.5,4.7,74.8,9570
"Pipestone County, Minnesota",8808,97,103,94,12,140,2010,638,41.5,3.8,6519,34.8,10.8,4.7,25.5,61,9,NA,NA,9570,9243,0,24,112,191,6.4,4.8,5.1,75.4,9570
"Polk County, Minnesota",29286,358,291,235,14,636,2010,3307,34.7,2.5,20646,32,14.3,6.3,16.7,55,8.5,NA,NA,31336,30386,22,209,349,370,7.7,7.3,5.5,76.4,31336
"Polk County, Minnesota",29286,358,291,235,14,636,2010,3307,34.7,2.5,20646,32,14.3,6.3,16.7,55,8.5,NA,NA,31336,30386,22,209,349,370,7.1,6.9,6.2,76.5,31336
"Pope County, Minnesota",10722,55,47,33,0,16,2010,769,40.3,4.8,7967,38.5,13.6,4.7,14.2,61.8,8.4,NA,NA,11064,10938,22,40,57,7,6,4.9,5.2,79,11064
"Pope County, Minnesota",10722,55,47,33,0,16,2010,769,40.3,4.8,7967,38.5,13.6,4.7,14.2,61.8,8.4,NA,NA,11064,10938,22,40,57,7,5.7,4.4,5.3,78.6,11064
"Ramsey County, Minnesota",364112,57758,3338,66564,151,9346,2010,60760,25.8,14.4,324224,23.8,23.6,15.3,33,44.5,10,NA,NA,503113,434406,448,2710,28700,36849,7.6,8.7,8.3,76.5,503113
"Ramsey County, Minnesota",364112,57758,3338,66564,151,9346,2010,60760,25.8,14.4,324224,23.8,23.6,15.3,33,44.5,10,NA,NA,503113,434406,448,2710,28700,36849,6.9,8.2,8.6,76.7,503113
"Red Lake County, Minnesota",3888,36,53,11,0,23,2010,275,45.5,8,2857,40.9,10.3,2.6,26.7,61.4,8.3,NA,NA,4094,4026,0,12,24,32,6.3,4.4,6.4,76.5,4094
"Red Lake County, Minnesota",3888,36,53,11,0,23,2010,275,45.5,8,2857,40.9,10.3,2.6,26.7,61.4,8.3,NA,NA,4094,4026,0,12,24,32,5.4,4.1,5.1,75.4,4094
"Redwood County, Minnesota",14117,104,792,545,0,104,2010,1120,33.8,10.1,10955,38.5,12.8,3.7,20.6,58.6,9,NA,NA,16069,15668,12,54,135,200,7,4.6,4.8,75.1,16069
"Redwood County, Minnesota",14117,104,792,545,0,104,2010,1120,33.8,10.1,10955,38.5,12.8,3.7,20.6,58.6,9,NA,NA,16069,15668,12,54,135,200,6.7,4.5,5,75.6,16069
"Renville County, Minnesota",14550,108,134,83,0,339,2010,1133,35.6,4.2,11084,38.2,13.6,2.4,31.3,59.4,7.3,NA,NA,16007,15535,18,28,153,273,6.7,5,4.5,76.3,16007
"Renville County, Minnesota",14550,108,134,83,0,339,2010,1133,35.6,4.2,11084,38.2,13.6,2.4,31.3,59.4,7.3,NA,NA,16007,15535,18,28,153,273,6.3,5,4.7,77.5,16007
"Rice County, Minnesota",58410,2297,289,1335,64,1370,2010,9430,25.4,5.1,38539,33.2,17.1,9.9,23.8,50.5,8.8,NA,NA,63087,58939,6,314,1271,2557,9.4,9.9,5.8,76,63087
"Rice County, Minnesota",58410,2297,289,1335,64,1370,2010,9430,25.4,5.1,38539,33.2,17.1,9.9,23.8,50.5,8.8,NA,NA,63087,58939,6,314,1271,2557,9.1,9.9,5.4,77.2,63087
"Rock County, Minnesota",9282,45,106,89,0,21,2010,672,29.3,6.4,6471,38.2,12,4.8,18.9,60.5,8.1,NA,NA,9606,9454,15,25,53,59,6.7,4.7,5,74.4,9606
"Rock County, Minnesota",9282,45,106,89,0,21,2010,672,29.3,6.4,6471,38.2,12,4.8,18.9,60.5,8.1,NA,NA,9606,9454,15,25,53,59,6.7,4.1,4.6,74.9,9606
"Roseau County, Minnesota",14618,92,156,412,0,29,2010,1071,45.1,4.7,10529,40.9,13.8,2.6,18,59.4,10.2,NA,NA,15864,15417,0,97,205,145,7.5,4.4,4.8,73.1,15864
"Roseau County, Minnesota",14618,92,156,412,0,29,2010,1071,45.1,4.7,10529,40.9,13.8,2.6,18,59.4,10.2,NA,NA,15864,15417,0,97,205,145,7.6,4.6,4.6,74.6,15864
"St. Louis County, Minnesota",186183,3098,4347,1881,43,382,2010,25983,23.9,9.4,133796,30.5,17.6,8.1,21.6,49.9,11.1,NA,NA,199472,194758,67,857,2167,1623,7.8,9,5.5,80.1,199472
"St. Louis County, Minnesota",186183,3098,4347,1881,43,382,2010,25983,23.9,9.4,133796,30.5,17.6,8.1,21.6,49.9,11.1,NA,NA,199472,194758,67,857,2167,1623,7.1,9,6,80.6,199472
"Scott County, Minnesota",116503,3938,995,7801,166,2008,2010,8269,32.6,9.3,79509,24.8,26.6,9.4,14.7,62,9.1,NA,NA,126139,115106,48,589,5051,5345,6.7,4.5,6.4,69.6,126139
"Scott County, Minnesota",116503,3938,995,7801,166,2008,2010,8269,32.6,9.3,79509,24.8,26.6,9.4,14.7,62,9.1,NA,NA,126139,115106,48,589,5051,5345,7,4.7,5.8,70.6,126139
"Sherburne County, Minnesota",84576,1809,484,1032,20,236,2010,7426,36.5,6.4,53722,29.9,17.3,6.9,13.8,59.8,8.6,NA,NA,86823,84324,32,300,1016,1151,7.2,6,6.9,70.4,86823
"Sherburne County, Minnesota",84576,1809,484,1032,20,236,2010,7426,36.5,6.4,53722,29.9,17.3,6.9,13.8,59.8,8.6,NA,NA,86823,84324,32,300,1016,1151,7.3,5.8,6.4,71.9,86823
"Sibley County, Minnesota",14648,47,25,106,0,122,2010,1042,33,10.3,10273,41.8,10.6,2.8,21.3,60.3,8.6,NA,NA,15219,14617,0,45,126,431,6.9,4.6,5.3,74.3,15219
"Sibley County, Minnesota",14648,47,25,106,0,122,2010,1042,33,10.3,10273,41.8,10.6,2.8,21.3,60.3,8.6,NA,NA,15219,14617,0,45,126,431,6.4,4.9,5.2,75,15219
"Stearns County, Minnesota",138837,5373,583,2958,23,1676,2010,24073,14.7,6.3,89467,31.2,16,7.6,21.9,52.5,7.2,NA,NA,147927,141558,61,498,2204,3606,9,11.3,6.8,76.8,147927
"Stearns County, Minnesota",138837,5373,583,2958,23,1676,2010,24073,14.7,6.3,89467,31.2,16,7.6,21.9,52.5,7.2,NA,NA,147927,141558,61,498,2204,3606,8.6,10.9,6.5,77.1,147927
"Steele County, Minnesota",33620,881,30,319,0,952,2010,2593,38.6,7.1,24202,35.6,15.8,6.2,18.2,59.8,8.6,NA,NA,36434,34954,0,174,681,625,6.6,5.1,6.2,73.5,36434
"Steele County, Minnesota",33620,881,30,319,0,952,2010,2593,38.6,7.1,24202,35.6,15.8,6.2,18.2,59.8,8.6,NA,NA,36434,34954,0,174,681,625,6.5,5.4,5.9,74.2,36434
"Stevens County, Minnesota",9017,65,146,170,27,124,2010,1879,26.1,6.6,5839,37.4,15.2,8.4,15.4,48.6,7.2,NA,NA,9711,9357,0,30,72,252,9.7,13.2,5.1,79.5,9711
"Stevens County, Minnesota",9017,65,146,170,27,124,2010,1879,26.1,6.6,5839,37.4,15.2,8.4,15.4,48.6,7.2,NA,NA,9711,9357,0,30,72,252,10.2,13.3,5.5,78.8,9711
"Swift County, Minnesota",9265,114,37,29,0,71,2010,644,43.5,2.5,7074,41.5,10.5,4.7,21.2,56.4,8.9,NA,NA,9946,9698,4,38,63,143,7.2,4.1,5.6,77.6,9946
"Swift County, Minnesota",9265,114,37,29,0,71,2010,644,43.5,2.5,7074,41.5,10.5,4.7,21.2,56.4,8.9,NA,NA,9946,9698,4,38,63,143,6.2,5.3,4.8,78.7,9946
"Todd County, Minnesota",23310,90,88,85,0,657,2010,2023,38.8,2.3,16606,38,8.7,3.5,23,62.7,9,NA,NA,24804,23824,0,141,199,640,7.5,5.5,5,75.1,24804
"Todd County, Minnesota",23310,90,88,85,0,657,2010,2023,38.8,2.3,16606,38,8.7,3.5,23,62.7,9,NA,NA,24804,23824,0,141,199,640,7.1,5.1,4.9,75.6,24804
"Traverse County, Minnesota",3218,6,157,0,0,8,2010,203,28.6,8.4,2677,40.6,12,2.7,19.3,59.9,7.5,NA,NA,3657,3577,0,0,35,45,6.5,3.6,5.3,78.8,3657
"Traverse County, Minnesota",3218,6,157,0,0,8,2010,203,28.6,8.4,2677,40.6,12,2.7,19.3,59.9,7.5,NA,NA,3657,3577,0,0,35,45,6.5,4.1,3.7,78.8,3657
"Wabasha County, Minnesota",20995,91,45,65,0,65,2010,1565,40.3,9.3,15010,40.3,12.7,5.2,22.7,59.5,9.7,NA,NA,21743,21304,15,72,188,164,6.9,5,5.1,76.2,21743
"Wabasha County, Minnesota",20995,91,45,65,0,65,2010,1565,40.3,9.3,15010,40.3,12.7,5.2,22.7,59.5,9.7,NA,NA,21743,21304,15,72,188,164,6.3,4.7,5.2,77.3,21743
"Wadena County, Minnesota",13283,141,136,39,0,11,2010,1014,41.8,3.5,9548,37.1,9.6,5.2,32.7,57.8,10.9,NA,NA,13809,13615,0,60,44,90,7.4,4.6,4.8,76.5,13809
"Wadena County, Minnesota",13283,141,136,39,0,11,2010,1014,41.8,3.5,9548,37.1,9.6,5.2,32.7,57.8,10.9,NA,NA,13809,13615,0,60,44,90,6.4,5,4.8,75.9,13809
"Waseca County, Minnesota",17963,454,115,152,0,105,2010,1435,33,7.3,13193,39.3,13,5.3,10.4,55.5,8.3,NA,NA,19168,18607,16,57,89,399,6.5,5.1,6.9,76.3,19168
"Waseca County, Minnesota",17963,454,115,152,0,105,2010,1435,33,7.3,13193,39.3,13,5.3,10.4,55.5,8.3,NA,NA,19168,18607,16,57,89,399,5.8,5,6.5,76.1,19168
"Washington County, Minnesota",213514,9044,870,12576,110,1788,2010,17299,30.2,11.9,151939,23.6,27.3,12.7,14,60.1,9.3,NA,NA,232536,216901,192,1187,8226,6030,7.2,5.2,5.9,72.8,232536
"Washington County, Minnesota",213514,9044,870,12576,110,1788,2010,17299,30.2,11.9,151939,23.6,27.3,12.7,14,60.1,9.3,NA,NA,232536,216901,192,1187,8226,6030,7.1,5.2,5.8,74.2,232536
"Watonwan County, Minnesota",10425,83,49,82,22,336,2010,843,34,3.2,7581,37.2,11.3,3.7,16.3,53.1,10,NA,NA,11212,9812,0,60,156,1184,7.1,5.1,5.6,75.1,11212
